lunch_id,flight_number,flight_name,flight_success,date_utc,lunchpad_id,lunchpad_name,lunchpad_longitudes,lunchpad_latitude,payloads_Mass,Orbit,core_id,core_serial,core_block,core_flight_cunt,core_landing_attempt,core_landing_success,core_landing_type,core_is_legs,core_is_reused,core_reuse_count,core_status,landpad_id,landpad_name,landpad_longitudes,landpad_latitude
5eb87d0affd86e000604b359,48,Iridium NEXT Mission 3,TRUE,9/10/2017,5e9e4502f509092b78566f87,VAFB SLC 4E,-120.610829,34.632093,9600,PO,5e9e28a4f3591843103b2650,B1041,4,1,TRUE,TRUE,ASDS,TRUE,FALSE,1,expended,5e9e3033383ecbb9e534e7cc,JRTI,-80.6188,28.4104
5eb87d0cffd86e000604b35a,49,SES-11 / Echostar 105,TRUE,12/10/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,5200,GTO,5e9e28a3f3591829dc3b2646,B1031,3,2,TRUE,TRUE,ASDS,TRUE,TRUE,1,inactive,5e9e3032383ecb6bb234e7ca,OCISLY,-118.262015,33.7291858
5eb87d0dffd86e000604b35b,50,KoreaSat 5A,TRUE,31/10/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,3700,GTO,5e9e28a4f359185cc03b2651,B1042,4,1,TRUE,TRUE,ASDS,TRUE,FALSE,0,inactive,5e9e3032383ecb6bb234e7ca,OCISLY,-118.262015,33.7291858
5eb87d0effd86e000604b35c,51,CRS-13,TRUE,16/12/2017,5e9e4501f509094ba4566f84,CCSFS SLC 40,-80.577366,28.5618571,2205,ISS,5e9e28a3f3591856803b264a,B1035,3,2,TRUE,TRUE,RTLS,TRUE,TRUE,1,inactive,5e9e3032383ecb267a34e7c7,LZ-1,-80.544444,28.485833
5eb87d0fffd86e000604b35d,52,Iridium NEXT Mission 4,TRUE,23/12/2017,5e9e4502f509092b78566f87,VAFB SLC 4E,-120.610829,34.632093,9600,PO,5e9e28a3f3591801cf3b264b,B1036,3,2,TRUE,TRUE,Ocean,FALSE,TRUE,1,lost,,,,
5eb87d10ffd86e000604b35e,53,ZUMA,TRUE,8/01/2018,5e9e4501f509094ba4566f84,CCSFS SLC 40,-80.577366,28.5618571,8000,LEO,5e9e28a4f35918345e3b2652,B1043,4,1,TRUE,TRUE,RTLS,TRUE,FALSE,1,expended,5e9e3032383ecb267a34e7c7,LZ-1,-80.544444,28.485833
5eb87d11ffd86e000604b35f,54,SES-16 / GovSat-1,TRUE,1/02/2018,5e9e4501f509094ba4566f84,CCSFS SLC 40,-80.577366,28.5618571,4230,GTO,5e9e28a3f3591811f83b2648,B1032,3,2,TRUE,TRUE,Ocean,TRUE,TRUE,1,lost,,,,
5eb87d14ffd86e000604b361,56,Paz / Starlink Demo,TRUE,23/02/2018,5e9e4502f509092b78566f87,VAFB SLC 4E,-120.610829,34.632093,2150,SSO,5e9e28a4f359182d843b264e,B1038,3,2,FALSE,,,FALSE,TRUE,1,expended,,,,
5eb87d15ffd86e000604b362,57,Hispasat 30W-6,TRUE,6/03/2018,5e9e4501f509094ba4566f84,CCSFS SLC 40,-80.577366,28.5618571,6092,GTO,5e9e28a5f359186cb73b2654,B1044,4,1,FALSE,,,TRUE,FALSE,0,expended,,,,
5eb87d16ffd86e000604b363,58,Iridium NEXT Mission 5,TRUE,31/03/2018,5e9e4502f509092b78566f87,VAFB SLC 4E,-120.610829,34.632093,9600,PO,5e9e28a4f3591843103b2650,B1041,4,2,FALSE,,,TRUE,TRUE,1,expended,,,,
5eb87d16ffd86e000604b364,59,CRS-14,TRUE,3/04/2018,5e9e4501f509094ba4566f84,CCSFS SLC 40,-80.577366,28.5618571,2760,ISS,5e9e28a4f3591884ee3b264d,B1039,4,2,FALSE,,,TRUE,TRUE,1,expended,,,,
